LAST NAME,FIRST NAME,EMAIL,ZIPCODE,CITY,STATE,ADDRESS,PHONE
2453,1/22/09 0:25,Devin,Foster,pkk289@jumpstartlab.com,5035300000,9819 SW Davis Rd,Beaverton,OR,97007
1947,1/21/09 22:06,Gabriel,Nadasdy,wjniecjoy@jumpstartlab.com,9712264000,12380 SW Center St #37,Beaverton,OR,97007
1905,1/21/09 21:46,Laura,Almquist,rprnbushc@jumpstartlab.com,5037898000,4690 SW 162nd place,Beaverton,OR,97007
1810,1/21/09 21:08,Peter,McShane,ejixey@jumpstartlab.com,9714048000,13815 SW Hazel st,Beaverton,OR,97007
1952,1/21/09 22:08,Alima,Pontious,yekesz05@jumpstartlab.com,5039805000,12642 SE Cougar PL,Happy Valley,OR,97026
1970,1/21/09 22:14,William,Stevens,wofletch@jumpstartlab.com,9712229000,16406 SE Brant Ct,Damascus,OR,97089
292,12/18/08 20:50,Cody,Yozzo,tfuri@jumpstartlab.com,5037377000,985 NW Brookwood Ave,Hillsboro,OR,97124
2505,1/22/09 0:48,Kalyn,Lechota,bszigog@jumpstartlab.com,5037011000,2934 SE Morrison St  Apt#2,Portland,OR,97124
1749,1/21/09 20:47,Cassie,Hoffman,rtinkat@jumpstartlab.com,5034717000,1705 SW 11th ave. #322,Portland,OR,97201
1723,1/21/09 20:35,Lura,Orban,xwwwwwwwwww@jumpstartlab.com,720 244 7000,1912 SW 6th ave #617,Portland,OR,97201
1734,1/21/09 20:41,Mike,D,ytthewayc@jumpstartlab.com,5039518000,1809 SW 11th ave. #212,Portland,OR,97201
1762,1/21/09 20:51,Jessica,Horvath,gjolleveld11@jumpstartlab.com,5035052000,625 SW Jackson st #658,Portland,OR,97201
1772,1/21/09 20:55,Yuxiang,Ryan,vtk@jumpstartlab.com,206 251 5000,625 SW Jackson st,Portland,OR,97201
1919,1/21/09 21:53,You,Gagnon,hpeen.katem@jumpstartlab.com,5413500000,1912 SW 6th Ave #611,Portland,OR,97201
1964,1/21/09 22:11,Liz,Kamsutchom,pmly_brown76@jumpstartlab.com,5034070000,1630 SW Clay St. #40,Portland,OR,97201
1975,1/21/09 22:16,Thomas,Okafor,ioliagriggs@jumpstartlab.com,5037988000,625 SW Jackson St #532,Portland,OR,97201
1993,1/21/09 22:20,Taryn,Williams,bhdroppedprecalc@jumpstartlab.com,5037988000,625 SW Jackson St #471,Portland,OR,97201
2013,1/21/09 22:24,Ryan,Bryant,foenseven@jumpstartlab.com,5036805000,1912 SW 6th Ave. #401,Portland,OR,97201
2032,1/21/09 22:30,Jeremy,Matkin,iqisfeld.2@jumpstartlab.com,5419148000,1912 SW 6th Ave # 406,Portland,OR,97201
2049,1/21/09 22:33,Trip,Raju,ruill404@jumpstartlab.com,2069026000,1912 SW 6th Ave #406,POrtland,OR,97201
2069,1/21/09 22:38,X,Fitzgerald-Pittman,jsmeladifantastico@jumpstartlab.com,5095513000,625 SW Jackson #334,Portland,OR,97201
2170,1/21/09 22:57,Tamara,Caruso,gqegory@jumpstartlab.com,5417606000,625 SW Jackson st. #672,Portland,OR,97201
2230,1/21/09 23:17,Jessica,Kinser,odreelevengurl7@jumpstartlab.com,5038418000,1604 SW Clay St. Apt. 326,Portland,OR,97201
2293,1/21/09 23:37,Yangbo,Gabriel,mfurzbur@jumpstartlab.com,4252396000,1912 SW 6th Ave #714,Portland,OR,97201
2305,1/21/09 23:41,Ginny,Ruiz,juiichiro.kobaru08@jumpstartlab.com,503278000,625 SW Jackson St #435,Portland,OR,97201
2324,1/21/09 23:45,Starr,Kingsbury,wbicamikalw@jumpstartlab.com,5039356000,1912 SW 6th Ave #709,Portland,OR,97201
2369,1/21/09 23:53,Amanda,Caruso,igymowj08@jumpstartlab.com,5033806000,1912 SW 6th Ave #711,Portland,OR,97201
2384,1/21/09 23:58,Mike,Fasic,ykthin@jumpstartlab.com,5032671000,1912 SW 6th Ave #708,Portland,OR,97201
2393,1/22/09 0:01,Kaili,Soloman,jsartin@jumpstartlab.com,5039311000,625 SW Jackson st #612,Portland,OR,97201
2488,1/22/09 0:40,Michaela,Klein,tvrwith@jumpstartlab.com,5038104000,2606 SE 43rd Ave,Portland,OR,97201
2476,1/22/09 0:36,Meryl,Bradford,wkurphy.eac@jumpstartlab.com,9703891000,1912 SW 6th Ave #622,POrtland,OR,97201
2440,1/22/09 0:19,Null,Danfelt-Martin,kpeubner@jumpstartlab.com,13602083000,1912 SW 6th Ave #,Portland,OR,97201
2469,1/22/09 0:31,Beth,Tisler,ygndy81987@jumpstartlab.com,5206031000,1912 SW 6th Ave,Portland,OR,97201
4440,2/1/09 19:56,Megan,Silverstein,dq@jumpstartlab.com,7349045000,3203 SE Woodstock Blvd MS 89,Portland,OR,97202
4412,2/1/09 19:38,Kelly,Mac,bebaird@jumpstartlab.com,2038898000,"3203 SE Woodstock Blvd, #1054",Portland,OR,97202
799,1/15/09 18:23,Katie,Phillips,pgowler87@jumpstartlab.com,5032604000,8539 N Princeton,Portland,OR,97203
1800,1/21/09 21:04,Amy,Clark,iaura8923@jumpstartlab.com,5037780000,6907 N Olin ave,Portland,OR,97203
805,1/15/09 18:55,Matthew,Smith,vfkrystelwhittemore@jumpstartlab.com,5034423000,917 SW Oak Suite 208,Portland,OR,97205
804,1/15/09 18:50,Matthew,Welty,hbnnifer_conti@jumpstartlab.com,5034423000,917 SW Oak Suite 208,Portland,OR,97205
803,1/15/09 18:47,Andy,Brockbank,yostin.mccain@jumpstartlab.com,5417609000,917 SW Oak Suite 208,Portland,OR,97205
798,1/15/09 18:17,Melinda,Norris,ajelerje@jumpstartlab.com,5037304000,917 SW Oak Ste 208,Portland,OR,97205
802,1/15/09 18:36,Eriko,Hertz,iv75@jumpstartlab.com,9094507000,917 SW Oak Suite 208,Portland,OR,97205
2493,1/22/09 0:43,Juliana,Willingham,oyade@jumpstartlab.com,2536786000,841 N Farragut,Portland,OR,97207
2223,1/21/09 23:14,Elena,Richardson,njisyw@jumpstartlab.com,503 752 8000,4912 NE 22nd Ave,Portland,OR,97211
785,1/15/09 17:11,Jenny,Weyl,eifffhhhhhhkkkk@jumpstartlab.com,5034423000,2039 NE Holman,Portland,OR,97211
801,1/15/09 18:31,Mandy,Powell,mjl83@jumpstartlab.com,5039560000,4912 NE 22nd,Portland,OR,97212
479,12/20/08 15:35,Michael,Larochelle,ssrearth@jumpstartlab.com,503 432 5000,2507 Ne Stanton St,Portland,OR,97212
1727,1/21/09 20:38,Leigh,Brady,ratee@jumpstartlab.com,503 737 5000,2835 NE  55th ave,Portland,OR,97213
2431,1/22/09 0:15,Joaquina,Doolin,fohhuuuuuuulk@jumpstartlab.com,9712756000,3709 SE Hawthorne #210,Portland,OR,97214
2308,1/21/09 23:41,Shereena,Swift,xabrow08@jumpstartlab.com,9522007000,0615 SW Palatine Hill Rd,Portland,OR,97219
2286,1/21/09 23:34,Rachel,Arnest,gnra.ferguson422@jumpstartlab.com,6179430000,0615 SW Palatine Hill Rd,Portland,OR,97219
2266,1/21/09 23:29,Nina,Leotta,log32@jumpstartlab.com,(425) 802 3000,0615 SW Palatine Hill Road,Portland,OR,97219
1326,1/21/09 12:34,Miriam,Kowalski,hpldfield@jumpstartlab.com,5104104000,3940 SW Multnomah Blvd,Portland,OR,97219
2238,1/21/09 23:22,Sophie,Weinmann,fnogg08@jumpstartlab.com,(206) 2189000,"0615 SW Palatine Hill Rd, MSC 390",Portland,OR,97219
2299,1/21/09 23:38,Sarah,Roffe,jsjenkin@jumpstartlab.com,8123454000,0615 SW Palatine Hill Rd,Portland,OR,97219
2367,1/21/09 23:53,Dustin,Reeder,pvenhart@jumpstartlab.com,5037896000,3620 SW 60th Place,Portland,OR,97221
1740,1/21/09 20:44,Ian,Casati,pqpadiar@jumpstartlab.com,5039255000,13050 NW Cornell Rd Apt. D2,Portland,OR,97229
3423,1/30/09 20:56,Sarah,Parulekar,ofods@jumpstartlab.com,503 752 5000,13939 Beech Ct,Portland,OR,97230
1785,1/21/09 20:59,Dana,Garvey-Hall,knoosaysii@jumpstartlab.com,5037562000,1623 NE 137th ave,Portland,OR,97230
2067,1/21/09 22:38,James,WARDELL,ngte.francesca@jumpstartlab.com,7028829000,1250 NW 53rd #8,Corvallis,OR,97330
2048,1/21/09 22:33,Marissa,Crosson,rwffma37@jumpstartlab.com,7028829000,231 NW 26th St,Corvallis,OR,97330
456,12/20/08 0:09,Gabe,Segal,tglly@jumpstartlab.com,5417386000,1030 NW Buchanan Ave,Corvallis,OR,97330
2023,1/21/09 22:27,John,Tough,je_bro1@jumpstartlab.com,5414303000,1250 NW 23rd Street Apt 8,Corvallis,OR,97330
1997,1/21/09 22:21,Rossi,Storrow,wbotaka1@jumpstartlab.com,5035106000,653 NW 23rd ST,Corvallis,OR,97330
1854,1/21/09 21:26,Xarissa,Stilwell,iina.brekelmans@jumpstartlab.com,6504001000,1250 NW 23rd Apt. 8,Corvallis,OR,97330
1914,1/21/09 21:52,Nina,Kane,vkb@jumpstartlab.com,9712371000,146 NW 12th St #8,Corvallis,OR,97330
1937,1/21/09 22:02,Alex,Severson,rup08@jumpstartlab.com,5037583000,340 NW 26th St,Corvallis,OR,97330
1946,1/21/09 22:05,5175,Doe,nwittled@jumpstartlab.com,9712190000,Oregon State University,Corvallis,OR,97330
460,12/20/08 0:37,Katherine,Xx,cfperkins@jumpstartlab.com,5412314000,3904 NW Clarence Circle,Corvallis,OR,97330
2094,1/21/09 22:43,Caleb,Rowleff,ubrce.daniel@jumpstartlab.com,5412853000,1250 NW 23rd apt 8,Corvallis,OR,97331
1929,1/21/09 21:58,Elliot,Miller,xerdisea@jumpstartlab.com,971.241.3000,"415 West Complex, Oregon State University",Corvallis,OR,97331
2754,1/28/09 11:19,Maggie,Mazar,gxiza.cowan@jumpstartlab.com,5419295000,24439 Decker Rd,Corvallis,OR,97333
2561,1/22/09 20:08,Martha,Land,dsatherkangas@jumpstartlab.com,5412072000,24439 Decker Rd.,Corvallis,OR,97333
2403,1/22/09 0:05,Emma,Floyd,wprspyrou@jumpstartlab.com,713 305 9000,1648 Alder Street,Eugene,OR,97401
2296,1/21/09 23:37,Shengzhi,Baer,blaranstegerhoey@jumpstartlab.com,5096375000,1648 Alder St.,Eugene,OR,97401
2422,1/22/09 0:11,Liz,Saburovs,oxhang@jumpstartlab.com,724 678 8000,90 Commons Dr. Apt. 198,Eugene,OR,97401
2365,1/21/09 23:53,Brooke,Xx,adcarsky@jumpstartlab.com,4433706000,1648 Alder St,Eugene,OR,97401
2275,1/21/09 23:32,Lindsey,Wren,fbreen@jumpstartlab.com,5417293000,1648 Alder St.,Eugene,OR,97401
2390,1/22/09 0:01,Darcy,Smith,abarr44@jumpstartlab.com,5415799000,1648 Alder St,Eugene,OR,97401
2198,1/21/09 23:04,Chelsea,Fink,uytiver@jumpstartlab.com,5415211000,807 W. 11th Ave.,Eugene,OR,97402
4630,2/1/09 21:27,Marissa,Austin,hwlila@jumpstartlab.com,(541)6069000,780 W 6th alley apt 7,Eugene,OR,97402
4633,2/1/09 21:27,Laura,Hardridge,phkies.1@jumpstartlab.com,5415143000,780 w. 6th ally apt 7,Eugene,OR,97402
2225,1/21/09 23:15,Cate,O'Flaherty,wbhahi1@jumpstartlab.com,5628109000,1360 Alder #59,Eugene,OR,97403
2330,1/21/09 23:46,Taylor,Wang,kiltonka@jumpstartlab.com,8656033000,2518 Chula Vista Blvd,Eugene,OR,97403
2211,1/21/09 23:09,Caterina,Meth,whtoriwong@jumpstartlab.com,5415211000,750 E. 14th Ave apt 12A,Eugene,OR,97403
2444,1/22/09 0:20,Julie,McCrory,sobaba.hasan@jumpstartlab.com,724 678 8000,1940 Kincaid St,Eugene,OR,97405
2481,1/22/09 0:37,Wesley,Zhao,wxoss1nm@jumpstartlab.com,5034380000,435 E. 31st,Eugene,OR,97405
2241,1/21/09 23:22,Ginger,Smith,uqurgess@jumpstartlab.com,5628109000,2250 Patterson St,Eugene,OR,97405
4879,2/1/09 23:15,Joanna,McClary,ojllyhobbs4@jumpstartlab.com,503 5156000,1940 Kincaid St,Eugene,OR,97405
4885,2/1/09 23:18,Ishmael,Knox,gqh9086@jumpstartlab.com,503 5156000,1940 Kincaid St,Eugene,OR,97405
4857,2/1/09 23:09,Rachel,Salsbury,qkbursch@jumpstartlab.com,503 5156000,1940 Kincaid St,Eugene,OR,97405
2458,1/22/09 0:27,Josh,Hartman,ubke3@jumpstartlab.com,4156861000,2103 Hawkins Lane,Eugene,OR,97405
2425,1/22/09 0:13,Ben,Wright,wqlfiqar@jumpstartlab.com,503 4815000,266 2nd  Street,Ashland,OR,97520
2342,1/21/09 23:48,Claire,Kay,ekekillerzees@jumpstartlab.com,503 4075000,266 2nd St.,Ashland,OR,97520
2402,1/22/09 0:04,Annie,Martin,kudrasky.2@jumpstartlab.com,541 482 8000,N. 2nd,Ashland,OR,97520
125,12/11/08 3:39,Maria,Fenster,hillyk2@jumpstartlab.com,5413261000,230 Patterson St.,Ashland,OR,97520
1984,1/21/09 22:18,Sarah,Rosenblad,ecngy@jumpstartlab.com,5414080000,22415 Calgary Drive,Bend,OR,97702
