LAST NAME,FIRST NAME,EMAIL,ZIPCODE,CITY,STATE,ADDRESS,PHONE
3376,1/30/09 18:34,Marc,Leduc,wqll24@jumpstartlab.com,7183054000,jfjfj,jfjfdj,KS,03333
1795,1/21/09 21:02,Jesse,Wadsworth,ooch@jumpstartlab.com,3019105000,243,asfasfg,KS,23423
3363,1/30/09 18:19,Temitayo,Drewett,gfdwards@jumpstartlab.com,8143973000,111 North Pole,The North Pole,KS,33333
3387,1/30/09 18:45,Amanda,Gagne,vlaju2@jumpstartlab.com,7183054000,eee,ooo,KS,33333
99,12/8/08 21:24,Maia,Allen,gqckerj@jumpstartlab.com,(913) 9637000,1541 Kentucky St.,Lawrence,KS,66044
4421,2/1/09 19:41,Ben,Hadel,qkby@jumpstartlab.com,7853414000,1603 Louisiana Street,Lawrence,KS,66044
3140,1/30/09 14:19,Eliza,Sweeney,uyw5b@jumpstartlab.com,xxxx000,"155 Indian Avenue, #278",Lawrence,KS,66046
3135,1/30/09 14:13,Mary,Coomer,oered.schor@jumpstartlab.com,xxxx000,155 Indian Avenue,Lawrence,KS,66046
3835,1/31/09 20:43,Jessica,Olsen,tm764@jumpstartlab.com,6203329000,2343 Barker Ave.,Lawrence,KS,66046
3141,1/30/09 14:24,Anna,Davis,pyvidfox@jumpstartlab.com,xxxx000,2634 Belle Haven Dr,Lawrence,KS,66046
625,1/5/09 18:32,Janie,Sanders,jqgeorg08@jumpstartlab.com,4159729000,1400 E 6th Ave,Hutchinson,KS,67501
